"ticker","skew","kurt","avg","sdev","sharpe","cor_wti","cor_es1","cor_yld10y","cor_effr","beta_wti","beta_es1","beta_yld10y","beta_effr"
"EQIX",1.66078360213907e-06,1.74804715206308e-07,-0.000413487778562093,0.0127236989624775,-0.0324974506062646,0.0465596140698786,0.301453723542713,-0.127453239283974,-0.0517358315083062,0.00859584274201822,0.99828553299549,-0.00104023010607271,-0.000383647855095492
"ESRX",3.59575243265814e-06,8.10751705467308e-07,8.51572435461762e-05,0.0156609232791389,0.00543756214294274,0.0992107163759376,0.384584419773888,0.115966877454231,-0.0395265744624213,0.0858437231587088,5.96893268192232,0.00440894094235762,-0.00137373002035801
"ETN",1.63287804980307e-06,2.18037017037426e-07,-0.000487852195506786,0.0128156541450499,-0.0380668977162761,0.278303326769025,0.646440262995443,0.305562956789841,-0.0531027762975007,0.297037352941645,12.3758803362141,0.0143310470995541,-0.00227652354621373
"EW",1.37528696799642e-05,5.26130592476803e-06,-0.000679432683402529,0.019173744143299,-0.0354355768140352,0.0509213284800782,0.358385963012533,0.0565899585467777,-0.034703418571247,0.0239182558899765,3.01950538666373,0.00116726288219255,-0.000654733092282842
"EXC",4.48136942504615e-07,7.89398695426326e-08,-0.000201580997812175,0.0112477503315325,-0.0179218947674409,0.128299897017915,0.273026542754686,-0.229797732746891,-0.0732876130516587,0.308044913544957,11.7583840006791,-0.0243727611396508,-0.00706773996370375
"EXPE",2.76252204801908e-05,5.36447740707247e-06,0.000191159069975958,0.0190391349307075,0.010040323295763,0.111668362687503,0.298393280421832,0.105744768474978,-0.00133398285617594,0.0457945912101229,2.19496759047825,0.00190583635369147,-2.19733633644877e-05
"F",3.45851030123975e-06,3.73835719124441e-07,0.00030258806260112,0.0141596123936672,0.0213697984230452,0.214825478244593,0.515349418028558,0.268059489503756,0.0110672008112671,1.21710300772033,52.3719052279541,0.0670760613638444,0.0025184978802785
"FAST",1.8903307801488e-06,3.59707483627071e-07,-0.000145955570962392,0.0146604984906751,-0.00995570314714931,0.125445403367212,0.45227599769565,0.240913723722341,-0.0445664158252022,0.173908184006421,11.2466671739469,0.0146945970618878,-0.00248161969416154
"FB",1.84776856583877e-06,2.50092235130228e-07,-0.000452967298042152,0.0134696811578571,-0.0336286577784306,0.106722248008773,0.51892141110705,0.0523443534054842,0.00888944927709968,0.0493291445167445,4.30234511420872,0.00106226083835059,0.000165038674317515
"FCX",4.26921336339299e-06,4.68574004724168e-06,-0.000627638012379373,0.0311908122258983,-0.0201225286418875,0.327987567530721,0.411465008116523,0.174617291051874,-0.0604066501523362,0.73740035911805,16.5933435739815,0.0172841187442625,-0.00545497753715042
"FDX",6.40802954523065e-07,1.49600840699431e-07,-0.000676800805196534,0.012056879792603,-0.0561339929433283,0.120052097158241,0.619475507536116,0.252427244369136,-0.0661145942837231,0.0456167830579888,4.2221540916317,0.00422158496301917,-0.00100905419539544
"FE",1.34146907275091e-06,5.34432659728166e-07,-3.70188005989759e-06,0.0134975122918528,-0.000274263877657816,0.0663359303082596,0.21530694633603,-0.210925056657104,-0.0962344307492951,0.148189343829479,8.62742569058556,-0.020792690618406,-0.0086349710066847
"FOX",-4.26054560949179e-09,4.4084165147124e-07,-0.000350505951489721,0.0154701993871204,-0.0226568477056303,0.113623340427544,0.450584287900954,0.152550178808008,0.131947263340166,0.233862728813309,16.6350663909579,0.0138469455524243,0.0109082755050053
"FOXA",9.66555737074852e-08,5.39471499558125e-07,-0.000404339752375507,0.0157918725095789,-0.0256042943691601,0.0969455848826681,0.412763085097813,0.155262419320789,0.140582045092809,0.193891063074345,14.8076329797986,0.0136815733363248,0.011293325993146
"GD",-9.37900076786301e-08,9.38746524476918e-08,-0.0010380554153132,0.0105958662824406,-0.0979679610560454,0.0864045151724643,0.54301755298411,0.193517335486854,-0.0151700611762399,0.0404733909646369,4.56249139006591,0.00398474264019449,-0.000285418906454173
"GE",2.74508781042565e-06,2.63425918293987e-07,0.00172500045542268,0.0133221898008225,0.129483251718586,0.166177775334686,0.459358269058433,0.19416878291666,0.033317307032827,0.521903991982317,25.8776152662761,0.0268425333822301,0.00420290738725491
"GGP",-4.99968194455468e-06,1.14361147803274e-06,0.000786721005972225,0.0161417502814479,0.0487382713928132,0.0192210666861578,0.288171194238749,-0.107891344633732,0.0325604700416772,0.047879639296144,12.8759412316205,-0.0118271455499329,0.00325781412044874
"GILD",3.74144975322436e-06,7.0784998912027e-07,0.000518721330108596,0.0155452574176617,0.0333684619155456,0.0473248476921603,0.424115097515065,0.178483541533219,0.0137291993088422,0.0366328355476458,5.88870880365238,0.00608952597973158,0.000426863255583509
"GIS",2.57196110750895e-06,2.81024204813767e-07,0.000683408823272102,0.0122379960656197,0.0558431968442944,-0.0449979975510101,0.362372393786175,-0.020756798780333,-0.0737875718182119,-0.0608606965514645,8.79131559213205,-0.00124128491945505,-0.00400856749846305
"GM",3.78495777134349e-07,2.51693187952231e-07,-0.000290887520191749,0.0150677780461883,-0.019305269781654,0.164082353561926,0.534020595051003,0.258254438670034,-0.0118819387205664,0.286936768930274,16.7508699982195,0.0200027960867036,-0.000834591363279482
"GOOG",1.53797536348629e-06,1.30831678168034e-07,-0.00051734616706786,0.0118339704780012,-0.043717040534247,0.0786338609145658,0.677177454772183,0.0499833476583955,-0.0456382376968671,0.00682284083597966,1.05393339510749,0.000190456896138268,-0.000159054791687502
"GOOGL",1.70494638006604e-06,1.40097488658088e-07,-0.000468479863644843,0.0118757296746419,-0.0394485119213501,0.0673523695317741,0.672252085605938,0.0517498876826542,-0.0500458226461538,0.00575651545703871,1.03060913858172,0.000194341467298888,-0.000171805427497872
"GRUB",-3.7578386803891e-05,1.08678893429408e-05,-0.00250896070113146,0.0260486143770827,-0.0963183939387895,0.0319599082774244,0.166510000070852,0.044739411933785,-0.0614241349618378,0.0209054283464529,1.95365962939757,0.00129091897472157,-0.00161381908247108
"GS",1.41405350353115e-06,2.51507957449196e-07,-0.000810246363786358,0.0145129104030611,-0.0558293506459918,0.203658109342195,0.66205319604345,0.488712426926405,0.0140567679642657,0.0618161246309345,3.60452455670142,0.00650975204148956,0.00017137512882446
